"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: shift","Param: size"
"com.openkappa.simd.byteshift.ByteShiftBenchmark.shiftLogicalUnsafe","thrpt",1,5,5.672405,0.309824,"ops/us",1,1030
"com.openkappa.simd.byteshift.ByteShiftBenchmark.shiftLogicalUnsafe","thrpt",1,5,22.398695,6.500715,"ops/us",7,250
"com.openkappa.simd.byteshift.ByteShiftBenchmark.shiftLogicalUnsafe","thrpt",1,5,24.016902,1.427922,"ops/us",7,256
"com.openkappa.simd.byteshift.ByteShiftBenchmark.shiftLogicalUnsafe","thrpt",1,5,19.839427,0.253299,"ops/us",7,262
"com.openkappa.simd.byteshift.ByteShiftBenchmark.shiftLogicalUnsafe","thrpt",1,5,5.651263,0.285734,"ops/us",7,1018
"com.openkappa.simd.byteshift.ByteShiftBenchmark.shiftLogicalUnsafe","thrpt",1,5,6.021468,0.372450,"ops/us",7,1024
"com.openkappa.simd.byteshift.ByteShiftBenchmark.shiftLogicalUnsafe","thrpt",1,5,5.660459,0.332135,"ops/us",7,1030
"com.openkappa.simd.byteshift.ByteShiftBenchmark.shiftLogicalUnsafe","thrpt",1,5,21.743651,0.919695,"ops/us",8,250
"com.openkappa.simd.byteshift.ByteShiftBenchmark.shiftLogicalUnsafe","thrpt",1,5,24.134360,0.649705,"ops/us",8,256
"com.openkappa.simd.byteshift.ByteShiftBenchmark.shiftLogicalUnsafe","thrpt",1,5,19.844468,0.083193,"ops/us",8,262
"com.openkappa.simd.byteshift.ByteShiftBenchmark.shiftLogicalUnsafe","thrpt",1,5,5.760863,0.832170,"ops/us",8,1018
"com.openkappa.simd.byteshift.ByteShiftBenchmark.shiftLogicalUnsafe","thrpt",1,5,6.147889,0.058199,"ops/us",8,1024
"com.openkappa.simd.byteshift.ByteShiftBenchmark.shiftLogicalUnsafe","thrpt",1,5,5.615899,0.098102,"ops/us",8,1030
